Intermediate Zone - Data Zone 2011,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Owned: Shared Equity (e.g. LIFT or Help-to-Buy),Social Rented: Council (LA) or Housing Association/ Registered Social Landlord,Private rented,Lives Rent Free
S01012615,160,112,0,1,46,33,3
S01012616,177,148,1,4,61,19,6
S01012617,101,208,0,7,21,10,5
S01012618,97,73,0,0,32,14,0
S01012619,96,59,0,0,94,48,3
S01012620,209,98,0,1,10,17,7
S01012621,147,91,0,0,22,18,3
S01012622,135,105,2,0,76,21,1
S01012623,113,74,0,0,102,29,5
S01012624,121,100,0,0,75,43,7
S01012625,66,88,0,0,85,13,0
S01012626,133,62,0,0,10,15,3
S01012627,92,50,1,0,88,41,3
S01012628,163,222,0,1,33,42,6
S01012629,102,77,0,0,7,24,2
S01012630,205,83,2,1,148,85,8
S01012631,97,87,0,0,113,21,4
S01012632,176,105,0,3,9,25,8
S01012633,136,82,0,0,32,23,3
S01012634,138,86,1,3,91,19,2
S01012635,229,160,1,1,92,28,11
S01012636,134,127,0,0,19,17,8
S01012637,93,59,2,0,138,23,5
S01012638,137,108,0,1,112,42,11
S01012639,130,97,0,0,121,25,5
S01012640,108,58,0,0,195,39,10
S01012641,171,97,9,3,115,78,11
S01012642,84,60,0,0,203,24,5
S01012643,69,48,0,0,64,14,3
S01012644,78,100,0,0,91,38,2
S01012645,119,119,0,0,82,51,6
S01012646,185,154,0,3,33,29,3
S01012647,56,157,0,3,2,24,0
S01012648,61,61,0,0,90,18,1
S01012649,109,80,1,3,48,10,2
S01012650,144,116,0,2,37,17,2
S01012651,76,57,0,2,162,31,5
S01012652,245,157,0,2,11,27,9
S01012653,122,118,0,0,105,30,8
S01012654,177,302,0,24,23,50,11
S01012655,149,145,0,2,110,31,3
S01012656,130,92,0,0,119,40,0
S01012657,91,78,0,0,55,40,3
S01012658,247,122,0,1,6,30,6
S01012659,142,190,0,2,4,23,1
S01012660,100,102,1,1,105,20,12
S01012661,142,157,0,3,18,42,3
S01012662,157,95,0,0,103,60,0
S01012663,169,99,0,0,7,20,1
S01012664,162,131,0,0,69,100,5
S01012665,77,71,0,0,171,30,2
S01012666,95,64,0,0,123,28,7
S01012667,91,56,0,2,113,21,4
S01012668,100,103,0,0,77,36,3
S01012669,144,94,0,2,12,11,4
S01012670,177,99,0,2,5,14,1
S01012671,128,108,0,0,115,40,3
S01012672,66,51,2,3,236,25,5
S01012673,58,48,0,1,114,23,8
S01012674,46,57,0,0,118,23,3
S01012675,114,97,0,0,149,24,6
S01012676,93,114,1,0,59,33,4
S01012677,88,82,0,0,82,20,1
S01012678,124,180,0,0,5,21,2
S01012679,141,92,0,1,96,28,7
S01012680,87,117,0,2,9,8,1
S01012681,156,180,0,3,16,51,4
S01012682,149,89,0,0,39,30,4
S01012683,121,99,0,0,69,35,2
S01012684,102,83,0,0,9,25,8
S01012685,94,108,0,0,86,28,5
S01012686,192,150,0,0,13,61,1
S01012687,166,69,0,0,1,2,3
S01012688,189,119,1,0,32,98,11
S01012689,100,74,0,0,11,8,3
S01012690,111,77,0,0,6,6,1
S01012691,154,115,0,0,6,7,1
S01012692,118,118,1,1,72,21,5
S01012693,175,209,0,0,7,10,2
S01012694,73,69,0,0,34,13,0
S01012695,154,121,1,0,19,16,6
S01012696,148,164,0,0,7,25,4
S01012697,136,219,0,2,10,23,9
S01012698,209,127,0,0,15,23,10
S01012699,233,260,2,8,37,29,5
S01012700,169,115,2,0,19,12,4
S01012701,175,313,0,6,2,21,1
S01012702,131,243,0,10,39,61,6
S01012703,74,98,0,0,26,3,2
S01012704,82,111,0,5,96,25,6
S01012705,121,117,0,0,1,10,0
S01012706,94,95,0,0,87,31,8
S01012707,174,107,0,1,6,4,1
S01012708,81,61,4,1,93,44,7
S01012709,115,60,0,0,95,22,5
S01012710,108,75,2,0,120,36,9
S01012711,127,58,0,0,204,56,6
S01012712,178,114,0,0,6,14,2
S01012713,172,114,0,0,13,27,4
S01012714,173,83,1,1,3,20,3
S01012715,91,89,0,0,97,80,4
S01012716,220,91,0,0,24,37,8
S01012717,237,111,1,0,126,173,11
S01012718,203,120,0,1,28,97,9
S01012719,174,145,0,3,56,160,11
S01012720,67,64,0,0,28,108,10
S01012721,127,104,0,0,23,23,3
S01012722,96,84,0,2,151,49,5
S01012723,78,80,0,0,150,49,5
S01012724,129,104,2,0,71,86,3
S01012725,156,118,0,1,54,131,7
S01012726,109,90,1,0,40,20,3
S01012727,58,77,0,0,111,11,3
S01012728,46,49,1,0,202,15,6
S01012729,125,134,1,0,43,29,4
S01012730,73,66,0,1,92,27,4
S01012731,94,117,0,0,89,26,1
S01012732,79,96,0,1,64,36,1
S01012733,91,699,0,17,43,20,0
S01012734,41,141,0,1,2,7,0
S01012735,75,63,0,1,51,19,2
S01012736,122,148,0,1,85,22,6
S01012737,110,161,0,0,18,25,0
S01012738,99,81,0,0,56,8,6
S01012739,66,209,0,0,3,12,4
S01012740,42,227,1,3,43,12,1
S01012741,127,104,0,1,0,28,4
S01012742,154,116,0,0,0,4,0
S01012743,149,80,0,0,0,1,1
S01012744,129,130,0,0,3,8,0
S01012745,186,225,0,2,9,12,0
S01012746,110,148,0,1,16,20,3
S01012747,136,117,0,3,64,10,4
S01012748,57,70,0,0,197,31,2
S01012749,66,70,1,0,181,59,1
S01012750,85,80,0,4,147,64,5
S01012751,123,123,0,2,118,41,7
S01012752,87,100,0,1,109,24,10
S01012753,49,49,0,0,101,19,2
S01012754,102,73,0,1,76,13,5
S01012755,52,44,0,5,120,32,4
S01012756,95,60,3,2,81,17,3
S01012757,68,57,1,1,60,19,1
S01012758,89,81,0,4,64,36,3
S01012759,82,88,0,1,150,31,5
S01012760,104,95,0,2,165,58,3
S01012761,122,98,1,0,99,29,5
S01012762,148,82,0,4,29,32,5
S01012763,54,51,0,1,63,18,2
S01012764,96,110,1,0,108,12,7
S01012765,109,89,1,0,83,6,6
S01012766,106,119,1,0,119,13,6
S01012767,128,82,0,2,3,6,0
S01012768,178,97,0,0,1,8,4
S01012769,71,66,0,2,5,6,0
S01012770,124,145,0,0,83,56,5
S01012771,129,88,0,0,40,34,3
S01012772,83,88,0,0,91,21,4
S01012773,162,133,0,0,82,31,5
S01012774,131,137,0,3,106,46,1
S01012775,67,54,0,4,54,27,2
S01012776,93,85,0,0,101,20,7
S01012777,86,207,0,0,51,38,4
S01012778,53,92,2,0,110,21,2
S01012779,42,60,0,1,91,31,1
S01012780,56,62,2,0,159,32,11
S01012781,133,105,0,0,152,23,3
S01012782,43,49,0,0,120,40,1
S01012783,64,86,1,1,128,45,2
S01012784,81,115,0,0,108,38,3
S01012785,106,68,0,1,149,43,6
S01012786,39,48,1,0,195,73,8
S01012787,46,100,1,0,27,41,2
S01012788,69,62,0,4,109,25,3
S01012789,143,88,0,0,76,23,4
S01012790,85,124,0,1,34,70,5
S01012791,185,116,1,0,10,22,1
S01012792,137,145,1,1,94,101,11
S01012793,83,75,0,2,144,51,9
S01012794,142,93,0,0,34,117,5
S01012795,89,104,0,3,224,24,4
S01012796,63,141,0,0,87,30,4
S01012797,58,92,0,0,114,19,3
S01012798,202,173,0,0,27,46,5
S01012799,220,125,0,0,23,52,2
S01012800,183,145,1,2,4,44,5
S01012801,163,47,0,2,4,29,7
S01012802,129,73,0,0,0,5,0
S01012803,148,99,0,2,3,4,1
S01012804,109,73,0,0,101,41,4
S01012805,114,127,0,0,76,42,8
S01012806,103,134,2,2,62,29,3
S01012807,120,92,0,1,4,14,1
S01012808,291,389,0,8,124,81,15
S01012809,119,91,1,1,18,110,3
S01012810,96,66,0,0,215,49,7
S01012811,159,136,1,5,37,40,15
S01012812,138,78,3,1,24,40,2
S01012813,234,148,2,0,3,18,2
S01012814,126,188,0,1,4,15,1
S01012815,77,215,0,0,2,38,1
S01012816,66,127,0,0,14,22,1
S01012817,51,123,0,0,0,0,0
S01012818,114,144,0,0,5,13,1
S01012819,94,82,0,4,142,30,4
S01012820,182,1251,0,50,22,45,4
S01012821,39,178,1,2,14,31,4
S01012822,29,33,0,0,114,52,4
S01012823,85,179,0,1,3,10,1
S01012824,74,141,0,0,19,26,4
S01012825,67,46,0,2,101,30,2
S01012826,10,48,4,0,153,10,2
S01012827,34,177,0,0,9,16,3
S01012828,67,247,0,4,8,35,4
S01012829,80,97,0,1,137,18,8
S01012830,100,92,0,1,104,18,4
S01012831,114,91,0,0,104,22,8
S01012832,75,55,0,0,111,9,3
S01012833,78,67,4,6,141,20,4
S01012834,105,78,1,0,89,29,4
S01012835,149,140,0,1,76,57,3
S01012836,61,157,0,1,5,10,2
S01012837,21,22,0,0,244,2,3
S01012838,15,8,0,0,322,17,8
S01012839,154,107,0,0,4,23,1
S01012840,97,175,0,0,7,30,0
S01012841,132,94,0,0,14,8,2
S01012842,111,83,1,0,6,10,2
S01012843,180,152,0,1,6,11,0
S01012844,112,130,0,0,5,4,3
S01012845,128,134,0,0,57,18,3
S01012846,119,78,0,0,226,86,2
S01012847,91,86,0,0,74,24,0
S01012848,87,132,0,0,15,15,4
S01012849,96,122,1,0,58,75,4
S01012850,131,100,0,0,72,20,3
S01012851,176,143,0,1,51,7,2
S01012852,167,119,0,0,4,7,0
S01012853,217,103,0,2,3,11,10
S01012854,171,161,0,4,5,31,1
S01012855,81,140,0,0,10,32,2
S01012856,112,302,2,13,225,50,8
S01012857,147,91,0,0,150,57,5
S01012858,72,82,0,1,230,57,4
S01012859,139,178,1,0,73,148,3
S01012860,228,103,0,0,18,32,6
S01012861,141,136,0,0,6,32,1
S01012862,47,35,0,2,145,66,3
S01012863,52,52,0,2,249,120,1
S01012864,66,71,5,0,201,92,3
S01012865,154,117,1,2,100,36,5
S01012866,118,122,0,1,101,46,6
S01012867,117,81,1,4,164,31,8
S01012868,91,68,0,1,92,50,1
S01012869,28,20,0,0,180,18,5
S01012870,226,133,0,1,56,27,4
S01012871,209,119,0,3,3,46,3
S01012872,115,108,3,2,5,92,6
S01012873,133,118,0,3,13,60,0
S01012874,114,100,0,3,138,30,2
S01012875,66,76,0,1,88,32,2
S01012876,115,174,0,9,146,32,2
S01012877,126,113,1,1,70,14,5
S01012878,223,296,1,8,2,27,3
S01012879,161,125,0,0,8,34,4
S01012880,219,134,0,2,6,17,4
S01012881,216,141,0,2,27,25,10
S01012882,45,49,0,1,112,14,0
S01012883,50,40,0,0,175,25,3
S01012884,43,58,1,0,138,28,1
S01012885,71,42,0,1,165,52,1
S01012886,179,136,0,0,18,17,0
S01012887,220,114,0,0,7,9,7
S01012888,171,134,3,0,15,6,4
S01012889,104,218,0,6,45,13,2
S01012890,84,81,0,2,158,18,2
S01012891,65,74,0,0,50,13,3
S01012892,137,128,1,5,319,38,8
S01012893,95,64,2,4,149,32,4
S01012894,140,558,0,18,87,23,4
S01012895,104,347,0,11,25,14,5
S01012896,113,72,0,1,236,30,6
S01012897,112,280,0,15,10,27,4
S01012898,33,134,0,0,2,6,1
S01012899,50,42,3,0,178,24,3
S01012900,180,724,4,48,222,39,3
S01012901,134,122,0,0,40,57,4
S01012902,100,125,0,2,63,51,2
S01012903,117,113,0,0,85,67,0
S01012904,118,146,0,2,74,82,5
S01012905,54,64,0,1,112,36,1
S01012906,162,170,0,2,56,57,3
S01012907,127,133,0,1,132,64,6
S01012908,131,110,0,0,60,50,5
S01012909,95,71,0,0,73,32,4
S01012910,98,99,0,3,223,46,8
S01012911,146,130,0,0,47,39,3
S01012912,118,102,0,1,69,43,6
S01012913,166,126,0,0,72,39,7
S01012914,108,156,0,1,57,55,5
S01012915,108,183,2,1,137,71,5
S01012916,118,97,0,1,71,50,5
S01012917,135,108,0,2,6,11,0
S01012918,96,78,0,1,29,57,2
S01012919,106,41,0,1,21,31,5
S01012920,145,90,0,0,0,11,3
S01012921,121,102,1,0,43,52,4
S01012922,163,278,2,1,51,49,3
S01012923,120,110,1,2,17,51,1
S01012924,63,77,0,0,28,50,4
S01012925,106,65,0,0,4,25,2
S01012926,115,115,0,0,23,54,4
S01012927,126,112,0,2,35,60,0
S01012928,199,154,1,3,23,36,7
S01012929,151,116,1,1,21,35,4
S01012930,135,89,0,1,115,72,6
S01012931,231,147,0,0,71,110,8
S01012932,91,83,0,0,17,16,3
S01012933,140,121,0,1,84,28,7
S01012934,137,106,0,0,63,77,4
S01012935,134,142,1,1,50,31,3
S01012936,141,90,0,2,79,73,5
S01012937,106,103,0,3,40,44,4
S01012938,155,96,1,3,38,13,2
S01012939,127,88,0,0,1,1,3
S01012940,144,107,0,0,3,11,3
S01012941,135,115,0,1,5,10,1
S01012942,96,108,3,2,84,52,7
S01012943,130,113,0,1,11,23,1
S01012944,111,74,1,1,0,1,7
S01012945,159,177,0,3,11,9,1
S01012946,134,145,0,4,4,37,3
S01012947,84,60,0,1,2,3,1
S01012948,133,105,0,1,1,4,2
S01012949,162,112,0,1,3,16,4
S01012950,129,149,0,1,5,9,0
S01012951,106,233,0,0,2,11,1
S01012952,235,213,0,0,5,13,3
S01012953,135,111,1,3,3,30,3
S01012954,77,86,0,2,2,6,3
S01012955,157,208,0,4,6,53,0
S01012956,155,138,0,0,105,43,4
S01012957,98,91,0,0,55,27,0
S01012958,74,130,0,0,26,5,0
S01012959,93,102,2,0,13,17,0
S01012960,88,73,0,0,60,4,1
S01012961,111,105,0,0,2,13,0
S01012962,142,84,0,0,0,7,0
S01012963,107,132,0,1,4,7,1
S01012964,55,152,0,0,4,8,0
S01012965,75,93,0,0,78,13,0
S01012966,112,300,0,9,35,43,0
S01012967,70,63,0,0,25,18,0
S01012968,82,82,0,3,51,32,0
S01012969,79,80,0,1,126,40,4
S01012970,87,73,0,4,63,10,4
S01012971,68,99,0,2,103,29,0
S01012972,83,86,0,6,114,32,3
S01012973,111,118,0,1,79,31,1
S01012974,143,132,1,0,209,54,5
S01012975,55,72,0,0,113,23,9
S01012976,90,65,1,0,56,37,0
S01012977,87,87,0,2,62,40,0
S01012978,91,91,0,4,91,28,3
S01012979,94,95,0,1,36,15,1
S01012980,100,96,0,1,67,42,3
S01012981,99,116,0,1,64,47,3
S01012982,140,124,2,2,43,59,4
S01012983,181,103,0,0,6,32,2
S01012984,98,105,0,1,40,28,6
S01012985,139,120,0,1,29,29,1
S01012986,136,181,2,2,65,54,4
S01012987,130,103,1,0,71,37,3
S01012988,159,123,0,2,93,54,11
S01012989,160,144,0,4,83,49,4
S01012990,85,83,0,0,92,23,5
S01012991,115,128,0,2,83,47,1
S01012992,126,109,0,2,60,63,6
S01012993,119,100,0,0,65,65,5
S01012994,159,87,0,3,162,90,9
S01012995,140,125,0,2,41,25,2
S01012996,88,94,0,0,51,7,1
S01012997,76,70,0,2,46,9,4
S01012998,137,155,0,1,62,44,5
S01012999,69,67,0,2,50,24,4
S01013000,116,91,0,2,62,46,2
S01013001,55,49,0,0,14,16,5
S01013002,110,69,0,0,9,25,12
S01013003,133,84,0,1,0,8,3
S01013004,154,81,0,0,32,21,2
S01013005,204,116,0,0,33,39,9
S01013006,63,62,0,0,7,6,2
S01013007,245,151,0,0,9,44,3
S01013008,178,136,0,0,53,34,5
S01013009,108,86,0,0,49,18,7
S01013010,154,91,0,0,11,35,0
S01013011,105,96,1,0,45,25,0
S01013012,90,74,0,2,86,34,3
S01013013,171,159,0,0,33,28,7
S01013014,153,75,0,3,72,58,6
S01013015,173,110,0,0,8,21,8
S01013016,123,71,0,0,5,24,6
S01013017,158,103,0,2,105,17,4
S01013018,195,113,3,0,39,35,6
S01013019,149,165,3,1,7,49,8
S01013020,74,77,0,0,58,18,2
S01013021,63,71,0,2,42,11,4
S01013022,47,64,0,2,77,17,0
S01013023,213,106,1,0,5,14,4
S01013024,119,84,0,0,9,16,1
S01013025,161,196,1,7,66,24,8
S01013026,111,158,2,2,96,26,4
S01013027,94,80,1,1,199,20,11
S01013028,88,70,0,0,27,13,8
S01013029,74,62,1,1,129,15,7
S01013030,62,60,0,0,104,17,3
S01013031,69,68,0,1,123,13,5
S01013032,78,169,1,2,30,14,6
S01013033,65,135,0,0,98,22,2
S01013034,95,80,0,2,93,17,4
S01013035,76,66,0,2,140,12,10
S01013036,62,61,0,2,144,13,2
S01013037,132,120,0,2,14,12,3
S01013038,132,127,2,4,141,43,3
S01013039,96,72,0,0,3,7,1
S01013040,104,93,1,0,93,34,9
S01013041,89,79,0,0,53,42,2
S01013042,95,127,0,5,66,27,8
S01013043,73,54,0,3,128,24,5
S01013044,85,78,0,4,106,19,5
S01013045,90,107,0,0,64,21,6
S01013046,76,56,0,1,71,9,3
S01013047,142,171,0,2,4,30,4
S01013048,149,120,0,0,18,72,2
S01013049,192,142,1,1,9,37,8
S01013050,107,95,1,3,133,38,2
S01013051,135,112,0,7,113,48,8
S01013052,128,103,4,3,114,52,9
S01013053,101,38,0,1,142,75,8
S01013054,108,84,5,2,31,17,3
S01013055,88,99,0,1,83,55,5
S01013056,119,178,0,17,182,54,11
S01013057,74,54,2,1,265,27,2
S01013058,67,125,0,0,40,21,0
S01013059,291,166,0,7,12,67,7
S01013060,119,66,0,0,12,30,3
S01013061,243,128,0,0,5,17,4
S01013062,231,122,0,2,4,47,5
S01013063,177,101,2,0,37,43,3
S01013064,138,110,0,0,100,31,6
S01013065,118,79,1,1,100,102,8
S01013066,133,76,0,1,95,61,6
S01013067,30,35,5,0,46,280,4
S01013068,51,35,4,2,153,174,16
S01013069,52,45,1,0,81,206,4
S01013070,30,21,3,0,75,118,3
S01013071,30,34,5,0,22,284,4
S01013072,34,20,0,1,205,26,5
S01013073,68,193,1,23,214,95,10
S01013074,49,71,0,6,266,72,7
S01013075,64,46,2,0,280,76,11
S01013076,76,57,2,0,22,35,6
S01013077,81,52,0,0,173,30,3
S01013078,38,32,1,1,163,24,3
S01013079,116,193,0,1,43,36,1
S01013080,132,102,0,0,28,68,4
S01013081,188,190,0,3,8,37,4
S01013082,239,120,1,0,5,30,2
S01013083,113,62,0,0,27,27,3
S01013084,193,101,0,1,2,12,5
S01013085,84,66,0,1,41,16,4
S01013086,162,110,0,0,53,114,7
S01013087,174,107,0,0,4,50,5
S01013088,256,87,2,0,4,27,3
S01013089,168,85,0,0,95,87,6
S01013090,115,82,1,0,34,123,7
S01013091,62,35,0,0,50,189,2
S01013092,144,89,1,0,64,126,8
S01013093,119,65,0,1,6,20,5
S01013094,135,81,0,2,2,2,0
S01013095,131,110,0,0,0,4,2
S01013096,67,78,0,2,35,34,3
S01013097,145,162,0,6,33,33,6
S01013098,83,125,0,0,2,6,0
S01013099,208,113,0,0,28,80,5
S01013100,165,94,1,0,7,12,1
S01013101,158,129,0,2,129,40,7
S01013102,160,77,1,12,12,11,5
S01013103,163,163,0,3,2,12,0
S01013104,225,129,0,1,4,14,0
S01013105,221,118,0,2,19,44,5
S01013106,154,105,0,3,63,35,7
S01013107,200,183,0,1,46,59,16
S01013108,113,73,1,4,69,18,3
S01013109,233,186,2,2,30,61,17
S01013110,121,72,0,0,22,32,9
S01013111,101,45,0,0,17,11,6
S01013112,87,80,0,4,53,27,6
S01013113,135,98,0,0,115,14,5
S01013114,159,90,0,3,75,37,12
S01013115,125,62,2,2,85,46,4
S01013116,221,101,2,1,24,19,5
S01013117,79,83,0,1,64,31,7
S01013118,135,62,0,0,17,14,7
S01013119,161,91,0,0,59,24,16
S01013120,201,81,0,1,116,48,13
S01013121,57,21,0,0,53,25,7
S01013122,29,24,0,0,25,3,2
S01013123,106,80,11,1,285,62,9
S01013124,96,87,1,1,87,24,6
S01013125,160,107,0,0,102,26,11
S01013126,60,52,0,0,209,14,12
S01013127,75,59,0,0,223,24,3
S01013128,53,73,3,1,254,101,3
S01013129,159,164,0,6,196,65,5
S01013130,44,50,5,1,219,41,2
S01013131,47,60,0,1,189,13,1
S01013132,34,31,3,1,227,21,5
S01013133,52,92,0,8,328,25,8
S01013134,133,100,3,1,107,21,2
S01013135,53,60,1,3,287,28,4
S01013136,149,97,2,2,107,18,1
S01013137,130,64,3,0,92,8,3
S01013138,90,122,0,3,245,26,6
S01013139,58,39,1,1,218,27,3
S01013140,98,50,0,0,121,11,2
S01013141,85,135,0,7,214,35,0
S01013142,35,36,7,3,429,11,7
S01013143,108,90,3,0,119,30,2
S01013144,157,107,0,0,111,24,5
S01013145,103,109,0,0,88,26,5
S01013146,58,73,0,0,59,13,1
S01013147,144,113,0,0,106,13,3
S01013148,146,120,0,0,47,36,5
S01013149,141,138,1,0,64,51,1
S01013150,170,114,0,1,81,19,5
S01013151,85,77,0,0,25,27,6
S01013152,133,124,0,1,95,13,8
S01013153,69,77,0,2,236,10,3
S01013154,101,86,0,1,200,20,2
S01013155,41,36,0,0,255,39,6
S01013156,46,48,0,0,221,17,0
S01013157,52,77,1,4,275,22,0
S01013158,152,101,0,4,3,4,7
S01013159,139,78,0,0,19,11,4
S01013160,161,131,0,0,3,8,0
S01013161,143,162,1,1,130,37,4
S01013162,133,85,0,1,138,32,9
S01013163,125,84,0,0,19,3,0
S01013164,153,116,0,0,154,16,5
S01013165,173,118,0,1,96,14,5
S01013166,43,18,0,0,353,25,3
S01013167,34,35,0,1,342,25,1
S01013168,90,109,0,0,157,29,3
S01013169,139,109,2,0,151,33,5
S01013170,42,53,4,0,86,14,2
S01013171,90,100,0,2,25,7,2
S01013172,114,92,0,1,81,19,4
S01013173,155,117,0,0,52,27,4
S01013174,142,117,1,1,4,12,1
S01013175,137,159,2,0,51,24,3
S01013176,115,92,5,2,53,57,6
S01013177,127,88,0,0,16,42,4
S01013178,162,110,0,1,39,33,3
S01013179,163,90,0,1,63,20,12
S01013180,74,87,0,0,3,2,2
S01013181,149,109,0,0,34,14,5
S01013182,101,109,1,1,92,32,6
S01013183,149,112,0,0,41,11,3
S01013184,38,38,0,0,61,24,3
S01013185,71,83,0,0,136,15,5
S01013186,57,71,0,0,123,15,1
S01013187,78,84,0,5,128,22,3
S01013188,139,138,0,1,106,46,8
S01013189,103,62,0,0,19,6,2
S01013190,122,123,0,1,100,26,4
S01013191,190,282,0,3,8,9,0
S01013192,181,117,0,1,36,47,2
S01013193,181,214,7,8,34,121,5
S01013194,67,99,0,0,16,79,5
S01013195,136,149,1,3,312,219,12
S01013196,94,132,0,3,19,96,5
S01013197,122,88,5,0,59,25,5
S01013198,142,245,0,7,146,37,7
S01013199,163,125,1,4,187,27,6
S01013200,94,87,0,0,130,16,2
S01013201,49,69,0,0,246,12,5
S01013202,68,47,0,0,130,15,1
S01013203,82,82,0,0,161,25,3
S01013204,104,135,0,0,34,17,0
S01013205,55,60,0,0,138,20,0
S01013206,68,74,1,0,119,20,0
S01013207,102,96,0,1,237,51,15
S01013208,80,97,7,0,220,20,1
S01013209,118,119,4,0,102,71,6
S01013210,138,110,0,1,17,38,4
S01013211,142,114,0,0,117,33,4
S01013212,93,88,0,0,1,6,4
S01013213,97,92,0,1,7,8,1
S01013214,55,89,0,0,1,6,0
S01013215,153,308,0,9,85,50,2
S01013216,54,54,0,0,64,15,5
S01013217,97,84,4,2,84,16,0
S01013218,46,40,0,0,106,21,1
S01013219,55,47,0,0,81,11,4
S01013220,69,76,0,0,86,21,0
S01013221,107,96,2,1,139,20,3
S01013222,46,54,0,0,178,24,0
S01013223,122,126,0,2,219,89,2
S01013224,130,110,0,1,98,34,1
S01013225,76,80,0,0,129,18,3
S01013226,59,90,1,1,27,23,1
S01013227,76,64,4,0,150,27,2
S01013228,122,88,4,0,110,84,3
S01013229,102,84,4,1,138,35,5
S01013230,117,73,0,0,67,27,4
S01013231,100,77,0,0,108,29,1
S01013232,130,73,0,1,97,34,4
S01013233,138,73,0,0,38,27,7
S01013234,70,60,0,1,3,4,1
S01013235,152,108,0,1,48,44,8
S01013236,239,91,0,0,57,21,0
S01013237,119,115,1,0,64,36,5
S01013238,77,57,0,0,313,24,4
S01013239,74,94,3,0,192,10,7
S01013240,35,32,0,0,163,6,5
S01013241,218,100,0,1,15,15,1
S01013242,146,65,0,0,15,24,7
S01013243,113,61,0,0,93,22,5
S01013244,99,72,0,0,131,26,8
S01013245,158,135,0,5,75,22,7
S01013246,59,94,0,5,55,21,0
S01013247,71,81,0,3,146,32,4
S01013248,67,57,0,4,135,22,8
S01013249,65,65,0,0,35,12,5
S01013250,148,200,0,4,114,32,9
S01013251,38,68,0,2,186,18,5
S01013252,64,61,0,2,61,8,2
S01013253,99,101,0,0,70,43,5
S01013254,54,51,1,1,162,18,3
S01013255,144,85,0,1,104,20,4
S01013256,88,92,0,2,97,76,5
S01013257,111,86,1,5,153,54,8
S01013258,172,83,1,2,23,22,7
S01013259,114,85,1,1,83,44,7
S01013260,80,82,5,1,180,25,12
S01013261,96,83,0,5,142,21,10
S01013262,83,84,0,5,80,11,6
S01013263,91,81,1,1,3,16,3
S01013264,67,87,0,0,2,6,1
S01013265,87,109,0,0,2,6,0
S01013266,71,100,0,2,2,11,0
S01013267,57,56,0,2,104,18,1
S01013268,102,123,0,3,36,21,4
S01013269,178,378,2,8,96,66,8
S01013270,131,133,0,2,1,7,4
S01013271,152,90,0,0,1,0,4
S01013272,111,138,0,0,2,8,0
S01013273,105,194,1,0,11,16,0
S01013274,167,131,0,2,5,40,1
S01013275,126,97,0,3,3,20,1
S01013276,116,97,0,2,2,23,0
S01013277,102,121,1,3,93,42,3
S01013278,76,89,0,3,168,32,4
S01013279,52,48,2,2,133,30,0
S01013280,97,113,0,2,24,20,2
S01013281,101,108,0,10,116,29,1
S01013282,53,82,0,2,164,43,2
S01013283,71,136,1,3,110,112,3
S01013284,133,97,0,8,3,65,1
S01013285,118,97,1,2,4,43,4
S01013286,141,111,0,8,3,22,3
S01013287,153,119,0,0,3,6,1
S01013288,116,108,0,5,59,38,4
S01013289,197,239,0,1,4,29,6
S01013290,128,157,1,0,35,18,3
S01013291,75,129,1,5,7,28,1
S01013292,187,339,0,11,37,20,1
S01013293,145,106,0,5,3,14,2
S01013294,112,99,0,2,33,22,4
S01013295,150,113,0,8,13,38,3
S01013296,91,65,0,1,116,18,1
S01013297,122,88,0,3,56,34,3
S01013298,224,683,1,24,83,56,12
S01013299,144,150,0,6,99,36,8
S01013300,93,63,0,4,165,22,6
S01013301,74,70,0,0,71,24,1
S01013302,108,166,0,4,35,17,5
S01013303,151,125,1,4,71,20,6
S01013304,89,72,0,3,216,51,4
S01013305,95,92,0,5,104,48,6
S01013306,35,37,0,5,367,43,9
S01013307,72,71,0,7,228,55,7
S01013308,48,47,0,2,274,15,5
S01013309,75,175,0,8,26,44,2
S01013310,63,75,0,7,75,25,0
S01013311,85,105,0,3,94,36,4
S01013312,122,118,0,2,188,83,5
S01013313,74,82,0,3,72,40,0
S01013314,76,91,0,4,120,43,3
S01013315,66,159,0,3,10,14,3
S01013316,148,80,1,1,9,7,3
S01013317,149,117,1,6,34,31,0
S01013318,96,111,0,5,5,32,2
S01013319,61,88,1,0,51,10,0
S01013320,94,196,0,6,6,51,1
S01013321,56,62,0,4,75,27,4
S01013322,107,95,0,3,39,22,1
S01013323,86,113,0,2,180,33,5
S01013324,51,64,2,0,146,17,4
S01013325,36,39,0,4,352,15,3
S01013326,44,48,2,0,80,30,4
S01013327,50,60,0,1,125,25,4
S01013328,42,55,0,1,109,27,0
S01013329,61,76,1,5,66,17,1
S01013330,95,201,0,8,45,98,3
S01013331,53,114,0,5,6,72,0
S01013332,80,104,1,3,66,32,2
S01013333,105,155,1,2,34,31,8
S01013334,71,99,0,7,107,33,2
S01013335,43,66,0,0,155,28,2
S01013336,45,84,0,4,176,31,2
S01013337,173,123,1,6,42,22,4
S01013338,46,111,0,0,1,5,2
S01013339,118,87,0,4,2,24,1
S01013340,191,116,0,2,4,18,4
S01013341,197,163,2,6,18,72,2
S01013342,48,48,0,4,180,34,1
S01013343,69,95,0,8,79,20,2
